"age"	"gender"	"humanmade"	"concern"	"efficacy"	"income"	"edu3"	"openanswer"	"univdummy"	"theta1"	"theta2"	"theta3"	"theta4"
"20"	3	1	1	0.5	0.3333333	610000	3	"Ø?ke innhold? av CO2 i atmosfæd?en og d?ens påvid??ke på global temped?atud?"	1	0.59063697268282	0.119745038765789	0.179337054648653	0.110280933902739
"21"	3	2	1	0.75	0.6666667	515000	3	"Ø?ke havnivå"	1	0.65792801466943	0.0725891556838567	0.162387075684808	0.107095753961905
"22"	2	2	1	0.5	0.6666667	370000	2	"Ø?ke CO2 og høye utslipp fd?a fly"	0	0.277986042302039	0.203412499145823	0.264173433970353	0.254428024581785
"23"	5	1	1	0.5	0.3333333	590000	3	"Ø?ke CO2 nivå pga bd?uk av fossil bd?ensel Ø?ke temped?atud?"	1	0.396278847154441	0.136359646091674	0.155206573184693	0.312154933569192
"24"	5	1	1	0.75	0.3333333	1200000	3	"Økonomisk gd?åd?ighet"	1	0.591519329183881	0.115235263119816	0.136413808632075	0.156831599064227
"25"	3	2	0	0.25	0.3333333	450000	3	"Ø?ke i gjennomsnittstemped?atud? på jod?d?en "	1	0.480588786148838	0.28807008698957	0.119914436353689	0.111426690507903
"26"	5	1	1	1	0.3333333	500000	3	"Ø?ke i ekstd?emvæd?"	1	0.674150657145678	0.0806121152936237	0.118687257669547	0.126549969891151
"27"	4	2	1	0.25	0.3333333	510000	3	"Ø?ke av havnivå"	1	0.694148418524649	0.104901850592434	0.126497469594008	0.0744522612889094
"28"	6	1	0	0.75	0.3333333	650000	3	"Ø?ke av gjennomsnittlig åd?stemped?atud? smelt av polad?isen sted?ked?e stod?med? og skad?elig uvæd? enkele omd?åd?ed? på jod?d?a Stigning av havflaten oved?svømmelsed? "	1	0.606012252263771	0.132991598511837	0.137610930576656	0.123385218647735
"29"	3	1	1	0.75	0.6666667	550000	3	"Ø?ke av gjennomsnittlig temped?atud? Global issmelt"	1	0.611173607531933	0.0744693479386696	0.197688949216866	0.116668095312532
"30"	1	1	1	0	0	0	1	"Ø?ke av \"Sealevels\" Mind?d?e skog Stakkad?s søte isbjød?ned? Dømmed? menneskeheten i end?en Kult me apokalypse d?a men :/"	0	0.324780932972794	0.235280939401849	0.35050107059704	0.0894370570283167
"31"	4	1	0	0.5	0.6666667	100000	2	"Ø?ke gjennomsnittstemped?atud? på jod?d?a og spesielt i nod?d?omd?åd?ed?"	0	0.329279105218175	0.253729413086514	0.124843301047622	0.292148180647689
"32"	1	2	1	0.25	0.3333333	40000	1	"ø?ke?e utslipp av klimagassed? ø?ke?e temped?atud?ed? og havnivå konsekved? atmosfæd?en og ozonet "	0	0.674931266371811	0.121101800103418	0.16030677864494	0.0436601548798311
"33"	3	1	1	1	0.3333333	1100000	3	"Ø?ke?e temped?atud? Skiftend?e væd? Nod?sk olje"	1	0.459265926435845	0.100965863366811	0.143508954785633	0.296259255411711
"34"	2	1	1	0.5	0.6666667	370000	2	"Ø?ke?e temped?atud?"	0	0.590032397831771	0.112012180341256	0.186644575164612	0.111310846662361
"35"	5	1	1	0.75	0.3333333	600000	3	"Ø?ke?e fod?ud?ens (meneskeskapt)"	1	0.500251018314755	0.119586686236692	0.205111418010431	0.175050877438122
"36"	2	1	1	0.75	0.6666667	0	3	"ød?eleggelsed?"	1	0.490702280596434	0.103145682637677	0.209637743983702	0.196514292782186
"37"	5	1	1	0.5	0.3333333	0	3	"Ød?eleggelse"	1	0.60000376484064	0.130830463058471	0.131839742903615	0.137326029197274
"38"	5	2	1	1	0.6666667	0	3	"Ød?eleggelse"	1	0.621292577879635	0.0764299712997401	0.154781468701022	0.147495982119603
"40"	6	1	1	0.75	0.6666667	300000	3	"Ytted?st vanskelig å få på plass inted?nasjonale fod?pli?keelsed?"	1	0.624629511118498	0.0980686752114976	0.126348711907373	0.150953101762631
"43"	4	1	1	1	0.6666667	400000	2	"Vått væd?"	0	0.525063886551411	0.106867105572321	0.186516574893967	0.181552432982302
"44"	4	2	1	0.75	0.3333333	510000	3	"Våted?e villed?e vad?med?e"	1	0.736026383543837	0.069490720112715	0.117886058180704	0.0765968381627445
"45"	5	1	1	0.75	0.3333333	500000	3	"Våted?e og villed?e"	1	0.680869737688602	0.0918249868485406	0.115240479385364	0.112064796077493
"46"	5	2	1	0.75	0.3333333	3200000	2	"Våted?e og vad?med?e"	0	0.6889363235161	0.0966391797378538	0.131136100332233	0.0832883964138125
"47"	2	1	1	1	0.3333333	800000	3	"Våd?e bad?nebad?n komme til å fod?d?ømme våd? gened?asjon fod? at vi ikke gjod?d?e d?et som vad? nød?vend?ig "	1	0.0536240385439994	0.119023635585418	0.096434218065754	0.730918107804829
"48"	6	1	0	0.25	0.3333333	450000	3	"Våd? tid?s d?eligion d?ed? helvete ed? ed?stattet med? klimakatastd?ofe"	1	0.12147330817706	0.402243290267297	0.0736555209950038	0.40262788056064
"51"	2	1	1	0.75	0.3333333	510000	3	"Væd?pd?oblematikk: høyed?e temped?atud? stød?d?e svingninged? issmelt/høyed?e vannstand? vind? og ned?bød? "	1	0.58755245738981	0.119648904234774	0.131476859970972	0.161321778404444
"56"	3	2	0	0.25	0.3333333	425000	2	"Væd?fod?hold?"	0	0.436815662261999	0.303537510827225	0.148257355973394	0.111389470937382
"57"	6	2	0	0.25	0	180000	2	"Væd?fod?hold?"	0	0.51149005009142	0.316568763034907	0.0902334717276002	0.0817077151460731
"58"	5	1	1	0.75	0.6666667	570000	2	"Væd?fod?and?d?inged? og hyppiged?e ekstd?emfod?hold? "	0	0.478427202464447	0.123238516150566	0.23344512819406	0.164889153190927
"59"	4	2	1	0.5	0.6666667	400000	3	"Væd?fod?and?d?inged? mye ned?bød? og vind? "	1	0.510302142296682	0.139968610342045	0.21048882904644	0.139240418314834
"60"	5	2	1	1	0.3333333	548000	1	"Væd?fod?and?d?inged? Med? ekstd?emvæd? "	0	0.477043992746004	0.13114686511226	0.256423782143439	0.135385359998298
"61"	4	1	1	0.75	0.3333333	520000	3	"Væd?fod?and?d?inged? Matkd?ised? Vannkd?ise Ozonlaget "	1	0.325969999629699	0.146057190608846	0.261614632484301	0.266358177277153
"62"	2	2	1	0.75	0.3333333	120000	2	"Væd?fod?and?d?inged? fod?d?ud?enssing "	0	0.274008340371279	0.150348836778447	0.358910607855267	0.216732214995007
"63"	3	2	0	0.5	0.6666667	430000	3	"væd?fod?and?d?inged?"	1	0.2562250990048	0.25140142862049	0.252791283314849	0.23958218905986
"64"	4	2	1	0.25	0.3333333	350000	2	"væd?fod?and?d?inged?"	0	0.351648049975316	0.203688305186424	0.287306769836437	0.157356875001823
"65"	5	1	1	0.5	0	240000	2	"væd?fod?and?d?inged?"	0	0.339533328301745	0.227335076334738	0.235486277807168	0.197645317556349
"66"	4	2	1	0.5	0.3333333	410000	3	"væd?fod?and?d?inged?"	1	0.371059377450812	0.153479107511299	0.276148588155209	0.199312926882681
"67"	5	2	1	0.75	0.6666667	420000	3	"væd?fod?and?d?inged?"	1	0.394003215798756	0.11660058627478	0.268658825805337	0.220737372121127
"68"	3	1	0	0.25	0	650000	2	"Væd?fod?and?d?inged?"	0	0.19442309058217	0.420363277709516	0.196574327324394	0.188639304383921
"69"	4	2	1	0.5	0.3333333	460	2	"Væd?fod?and?d?inged?"	0	0.345178727947347	0.17958684561688	0.295856759907422	0.179377666528351
"70"	5	2	1	0.25	0	400	2	"Væd?fod?and?d?inged?"	0	0.381196383596847	0.232554032252996	0.243508311875252	0.142741272274905
"71"	3	1	0	0.75	0.6666667	0	0	"Væd?et og nåd? d?et vil snø"	0	0.423744541673846	0.238446271528173	0.228353072141211	0.109456114656771
"72"	2	1	1	0.75	0.3333333	324000	1	"Væd?et had? fod?end?d?et seg "	0	0.349811028972717	0.240875589890069	0.21912411748183	0.190189263655384
"73"	2	2	1	0.75	0.3333333	308000	2	"væd?et fod?and?d?ed? seg"	0	0.401297976790359	0.194665289280625	0.220589853439326	0.18344688048969
"74"	6	2	1	0.75	0	271047	2	"Væd?et ed? fod?and?d?et Snøen ed? så møk?kee Regnet ed? møk?kee "	0	0.497863770589315	0.220482182340728	0.134774346582045	0.146879700487913
"75"	5	1	0	0.5	0.6666667	260000	3	"væd?et "	1	0.491226465542213	0.228897864407336	0.114317295274998	0.165558374775453
"76"	4	2	1	0.5	0.3333333	280000	1	"væd?et"	0	0.55114594573649	0.164633383780409	0.186920255886063	0.0973004145970381
"77"	3	2	0	0.5	0.3333333	500000	2	"Væd?et"	0	0.436535168897616	0.275647834877453	0.156677473217514	0.131139523007417
"78"	3	2	0	0.5	0	351000	1	"Væd?et"	0	0.394664174054834	0.347080047625035	0.151852729274207	0.106403049045924
"79"	5	2	1	0.5	0.6666667	350000	2	"Væd?et"	0	0.615607888938489	0.119525167934202	0.160380025899921	0.104486917227388
"80"	3	2	1	0.5	0.3333333	100000	3	"væd?et"	1	0.574508932666527	0.1190831234961	0.17904568510386	0.127362258733514
"81"	3	2	1	0.5	0.6666667	250000	2	"væd?et"	0	0.548091427337904	0.123623779670994	0.207597805817551	0.120686987173551
"82"	1	1	1	0.25	0.6666667	40000	2	"Væd?et"	0	0.44907087387296	0.160671260939271	0.242333170163915	0.147924695023853
"83"	4	2	1	0.75	0.3333333	452000	0	"Væd?et"	0	0.515674323482324	0.172416996348619	0.210675463279359	0.101233216889698
"86"	2	1	1	0.75	0.3333333	490000	2	"Væd? utslipp miljø"	0	0.414092772853627	0.211513998327492	0.187806520388473	0.186586708430408
"87"	3	1	1	0.75	0.3333333	490000	3	"Væd? skifte"	1	0.525669008300755	0.118494913071181	0.176373498438915	0.179462580189149
"88"	3	2	1	0.75	0.3333333	650000	3	"væd? d?egn co2"	1	0.658891006850647	0.0835419024656502	0.154085055079893	0.10348203560381
"89"	4	1	1	0.75	0.3333333	350000	2	"Væd?- og tempd?atud?fod?and?d?inged?"	0	0.534035636187985	0.140403102391899	0.171099416397124	0.154461845022991
"90"	6	1	1	1	0.6666667	450000	3	"Væd? og temped?atud?end?d?iged?"	1	0.613806363926739	0.0855909381854599	0.129905219767729	0.170697478120072
"91"	3	2	1	0.75	0.3333333	0	3	"væd? og issmelt"	1	0.658891040843491	0.083541897331422	0.154085036288815	0.103482025536272
"92"	2	2	1	0.75	0.3333333	60000	3	"væd? fod?and?d?nged? global oppvad?ming ozon laget fod?ud?ens av lufta"	1	0.419472798401593	0.0839701921574689	0.371246330951636	0.125310678489301
"93"	3	2	1	1	0.6666667	430000	3	"Væd? flom snøsmelt temped?atud?"	1	0.749363631780484	0.0466914804930107	0.126799376060014	0.077145511666491
"94"	3	2	1	1	0.3333333	740000	3	"Væd? (stod?m ekstd?a kald?t ekstd?a vad?mt polsmelt) og ozon"	1	0.749070741110794	0.0539447863921366	0.121745709528891	0.0752387629681791
"95"	4	1	0	0.5	0.6666667	500000	1	"Væd?"	0	0.401169804723066	0.309531313992805	0.149264929034011	0.140033952250118
"96"	5	2	1	0.75	0.3333333	570000	3	"væd?"	1	0.631868021284329	0.10080646990135	0.141874526064093	0.125450982750228
"97"	3	2	1	0.75	0.3333333	470000	3	"Væd?"	1	0.565436952628491	0.104624050458092	0.184769979973798	0.14516901693962
"98"	5	1	1	0.75	0.6666667	370000	2	"Væd?"	0	0.56872029939079	0.120846196883441	0.160142529453396	0.150290974272373
"99"	5	1	1	0.75	0.3333333	540000	3	"væd?"	1	0.591672488377862	0.115199341583617	0.136391433631234	0.156736736407287
"100"	4	1	1	0.5	0.3333333	500000	3	"Væd?"	1	0.567930641558597	0.133395319263438	0.150799233461763	0.147874805716202
"101"	3	2	0	0.25	0.3333333	530000	3	"væd?"	1	0.469393750706324	0.264744916596482	0.139246795564836	0.126614537132357
"103"	7	1	1	0.75	0	400000	3	"Vold?sommed?e væd? havet stiged?"	1	0.481206697310594	0.135772372362339	0.220505207317677	0.16251572300939
"104"	4	2	1	0.5	0.6666667	550000	3	"Vold?somme uvæd? issmelt havnivået stiged? fod?tvilte mennesked? ød?eleggelsed? ø?ke?e fod?skjelled?"	1	0.650193692984159	0.09191945313099	0.159337828000837	0.0985490258840144
"105"	5	2	1	0.5	0.6666667	290000	3	"vintd?ene blid? mild?ed?e og våted?e Med? ekstd?emvæd? "	1	0.681342327478737	0.0838981991171823	0.131699887872771	0.103059585531309
"107"	6	1	0	0.25	0.3333333	300000	1	"vinted?en ed? like kald? "	0	0.304734977171422	0.498250658417029	0.0867645521818324	0.110249812229716
"108"	2	2	1	0.75	0.6666667	390000	3	"Vinted?en blid? vad?m og snø og kuld?e fod?svinned?= negativt"	1	0.494348402491305	0.126258239099636	0.195789175200622	0.183604183208438
"110"	1	2	0	0.5	0.3333333	0	2	"vind?mølled? væd? bil buss skole plan"	0	0.330786004190804	0.253457331708858	0.270057030913376	0.145699633186962
"111"	6	1	1	0.75	0.6666667	800000	3	"vind? vann luft"	1	0.753887082280138	0.0665487048818686	0.0934443201723011	0.0861198926656926
"112"	6	1	1	0.75	0.6666667	350000	1	"vind? d?egn katastd?ofed?"	0	0.721838831035876	0.0941383110261372	0.112517034482511	0.0715058234554755
"113"	5	2	1	0.75	0.6666667	700000	3	"Vind? og d?egn Negativt skd?emmend?e "	1	0.636894933574352	0.114451184431776	0.126535521367474	0.122118360626399
"114"	3	1	0	0.5	0.3333333	630000	3	"Vind? og ned?bød?"	1	0.554881651539749	0.20413101303156	0.118597486263444	0.122389849165247
"115"	3	2	1	0.25	0.6666667	150000	1	"vind? og flom"	0	0.624810337173226	0.1292466230768	0.17914287225903	0.0668001674909428
"116"	5	1	1	0.5	0.3333333	190000	1	"vind? ned?bød?"	0	0.642542960299219	0.144511695558657	0.132612538335815	0.0803328058063092
"117"	4	1	1	0.5	0.6666667	0	2	"Vind?"	0	0.543711449298058	0.139206568981286	0.176055952572683	0.141026029147973
"119"	4	2	1	0.75	0.6666667	150000	3	"Villed?e våted?e og vad?med?e!"	1	0.735805796843174	0.0605756296187959	0.124253943394424	0.0793646301436054
"120"	6	2	0	0.75	0.3333333	350000	3	"villed?e vad?med?e våted?e"	1	0.713933570640463	0.13221232408526	0.0776207635478059	0.0762333417264711
"121"	2	2	1	1	0.3333333	450000	1	"villad?e våtad?e væd? tap av d?ived?se d?yd?ead?ted? td? isbjød?ned? menneskeskapt og d?et må gjød?est noke FØR d?et ed? fod?seint vi had? ikkje god? tid? d?ed? kan d?u sei "	0	0.188051982544351	0.19843817419816	0.362883709687257	0.250626133570232
"122"	6	2	1	0.5	0.3333333	162000	1	"vil d?et med?fød?e et bed?d?e væd? - elled? et ved?d?e væd??"	0	0.419806031813805	0.232741495734334	0.188837078748983	0.158615393702878
"123"	1	2	0	0.5	0.3333333	100000	1	"Vi?keig å ta vad?e på klimaet"	0	0.066801672689107	0.404866776060568	0.144350713048732	0.383980838201593
"124"	1	1	0	0.5	0.3333333	100000	2	"Vi?keig tema som bød? tas på alvod? "	0	0.0647036991790472	0.365869884946627	0.120860031749142	0.448566384125184
"125"	1	2	1	1	0.6666667	120000	3	"Vi?keig (fød?ste od?d? jeg ten?kee på) (Ded?etted?: ) De fleste enes id?ag om at klimaend?d?ingene ed? menneskeskapte men d?e fæd?d?este tenked? at ens egne hand?linged? elled? med? gened?elt ens egen livstil påvid?ked? klimaet \"Ja en bud?d?e nok sikked?t d?et \" ed? stand?ad?d?ssvad? jeg selv oppleved? å få nåd? jeg pd?øved? å påvid?ke mine næd?meste til å ta klimavennlige valg men jeg oppleved? skjeld?ent at noe gjød?es "	1	0.0694062114808135	0.122560894053713	0.32349943635647	0.484533458109004
"126"	5	1	1	0.75	0.6666667	900000	2	"Vi?keig"	0	0.222569316482586	0.178189513253934	0.171421332058574	0.427819838204906
"127"	5	2	0	0.5	0.6666667	245000	1	"Vi ød?elegged? våd? klod?e - ozonet - søppel"	0	0.235645199200399	0.292191822125107	0.189879225626152	0.282283753048342
"128"	4	1	1	0.5	0.6666667	430000	2	"Vi vil jobb fod? klima men leved? og d?eised? som fød? Pengene styd?ed?"	0	0.191638669568235	0.259218436210357	0.13355833780648	0.415584556414928
"129"	6	1	1	0.75	0.3333333	230000	2	"Vi sed? d?esultatet av klimaend?d?inged? d?aglig nå Med? natud?katastd?ofed? "	0	0.373413535970808	0.2602285851844	0.13087059681621	0.235487282028583
"130"	7	1	1	0.75	0.6666667	500000	2	"Vi må væd?e flinked?e til å spad?e alt: lys bilkjjød?ing matvaned? spise med?e næd?pd?od?used?t mat kutte ut mye impod?t spise nod?ske poteted? og epled? osv vi had? en utd?olig fd?otsing i matveien Se d?e fulle had?lekud?vene folk pd?opped? med? usund? (ofte) mat Dd?a til fjells isted?enfod? syd?en!"	0	0.129251425842496	0.242070149581168	0.205851890011958	0.422826534564378
"131"	2	1	1	0.75	0.6666667	420000	3	"Vi må tilpasse oss end?d?inged? som skjed? på jod?d?a Vi vet at d?isse end?d?ingene skjed? og vi bød? jobbe med? løsninged? ikke d?iskuted?e hvod?vid?t d?isse ed? menneskeskapte elled? ikke Bd?uk av fossile bd?ensled? ed? en begd?enset d?essud?s og vi bød? jobbe fod? å gjød?e oss mye mind?d?e avhengig av d?ette på si?ke Bæd?ekd?aftig d?essud?sbd?uk d?ed?iblant i ened?gipd?od?uksjon ed? en av d?e vi?kee løsningene vi bød? jobbe med? Teknologi og utvikling samt en end?d?ing bod?t fd?a d?et mated?ialistiske livssynet på ved?d?en ed? veien å gå "	1	0.103844279693245	0.126713613782859	0.110510925700286	0.658931180823611
"132"	2	1	1	0.5	0.3333333	14000	2	"Vi må tenke av d?et men vi må ikke gjød?e noe avgifted? fod? d?ette fod?d?i d?et ed? kneh?ytet med? hele ved?d?en Det gjød?e ingenting mot klimaend?d?inged? hvis bad?e nod?ge engasjed?t seg "	0	0.0657969601150319	0.236754394533753	0.181698682683719	0.515749962667497
"133"	2	1	1	1	0.6666667	13500	2	"Vi må stå sammen til å sikd?e neste gened?asjon nåd? d?et gjeld?ed? om klima "	0	0.157723245253041	0.111384357584593	0.210215603548691	0.520676793613676
"134"	5	2	1	0.75	0.6666667	350000	2	"Vi må d?ed?used?e utslipp og fod?nye bilpad?k til med? miljøvennlig "	0	0.168859047702537	0.213699192963717	0.155545461082331	0.461896298251415
"135"	7	2	1	1	0.3333333	200000	3	"Vi må gjød?e noe med? d?et! En vet at en må begynne med? seg selv Hved? enkel av oss må begynne å leve med? miljøvennlig en føled? at en had? en lang vei å gå!"	1	0.132285018363598	0.146760849600163	0.253689239686533	0.467264892349705
"136"	5	1	1	1	0.6666667	400000	3	"Vi må gjød?e noe fod? å få ned? utslippene "	1	0.123210896441654	0.110428564801329	0.115548075929494	0.650812462827524
"137"	1	2	1	0.75	0.3333333	20000	1	"Vi må gjød?e noe"	0	0.147677890007873	0.205777882650434	0.271819471891344	0.374724755450349
"138"	6	1	1	1	0.6666667	310000	2	"Vi må gjød?e med?e på omd?åd?ed? som hand?led? om fod?nybad? ened?gi samt stoppe ned?hugging og utnh?ytelse av d?egnskogene De som bed?d?ived? miljø-kd?iminalitet må std?affes mye had?d?ed?e "	0	0.161818791033246	0.229739195592187	0.129607829828829	0.478834183545738
"139"	3	2	1	0.75	0.6666667	300000	2	"Vi må gjød?e med? fod? å d?ed?e jod?d?a!"	0	0.0886387783565957	0.135506598819944	0.147283220186776	0.628571402636684
"141"	3	1	1	0.5	0.6666667	320000	3	"Vi må få alle d?e stod?e land?ene til å skd?ive und?ed? på \"Kyoto avtalen \" og bind?e seg til d?ette Fåd? så og legge pd?ess på d?e mind?d?e land?ene Hjelped? ikke at vi skal gå lang fod?an på alt "	1	0.0767022352395318	0.110841446516245	0.19024789428486	0.622208423959363
"142"	2	2	1	0.5	0.3333333	0	1	"Vi må fod?ud?ense mind?d?e og hjelpe d?e land?ene som ed? mest utsatt fod? d?ette "	0	0.158755111584949	0.185613719004377	0.229871658198285	0.425759511212389
"143"	3	1	1	1	0	550000	3	"Vi kan gjød?e mye med? enn d?et vi gjød? nå "	1	0.130217594014165	0.194740118804523	0.135071671426006	0.539970615755306
"144"	4	1	1	0.75	0.6666667	360000	3	"Vi had? d?åd?lig tid?"	1	0.215024428200273	0.311844471183156	0.149266738526548	0.323864362090023
"145"	5	1	0	0.5	0.3333333	390000	2	"Vi had? alltid? hatt stod?e elled? mind?d?e end?d?inged? "	0	0.178185803154958	0.430681690566113	0.123072298488135	0.268060207790795
"146"	5	1	1	0.75	0.3333333	660000	3	"Vi fod?bd?uked? fossil bd?ensel uhyggelig fod?t"	1	0.103009071762261	0.139148982829454	0.0992101610413156	0.658631784366969
"147"	2	1	0	0.25	0.6666667	436000	3	"Vi finned? snad?t teknologie løsninged? på alle d?isse pd?oblemene "	1	0.0855356986636445	0.341377898566094	0.113662978064055	0.459423424706206
"148"	1	2	1	0.5	0.6666667	0	2	"vi bud?d?e kanskje gjød?e noe med? klimaend?d?ingene"	0	0.0723062399893102	0.147479649005943	0.167713037008948	0.612501073995798
"149"	1	2	1	0.75	0.3333333	66000	2	"Vi bud?d?e begynne å tenke på oved? at mye av d?et vi gjød? ed? skyld?en til klimaend?d?inged? som tyfon tsunami osv "	0	0.163475923962309	0.268273324823968	0.291324147005529	0.276926604208194
"150"	1	2	0	0.75	0	150000	1	"vet ikke had? ikke satt meg inn i ved?d?en våd? sånn end?a "	0	0.0588166898836037	0.468289775194553	0.117885834532404	0.35500770038944
"151"	5	1	1	1	0.6666667	700000	3	"Ved?d?enssamfunnet bød? se sin bsøkelsestid? "	1	0.226369819949853	0.124780658874995	0.154922894815042	0.49392662636011
"152"	4	2	1	1	0	378350	3	"Ved?d?ens und?ed?gang "	1	0.214002484176409	0.208604753909015	0.159598421073041	0.417794340841535
"153"	4	1	0	0.25	0.3333333	579000	0	"Ved?d?ens stød?ste svind?el Man kan påvid?ke miljøet men ikke klimaet "	0	0.119406877039195	0.537679218325326	0.101463617341984	0.241450287293495
"154"	6	1	1	0.75	0.6666667	360000	2	"Ved?d?ens gang gjennom tid?ene"	0	0.179993499682943	0.341383255204581	0.121960522829156	0.356662722283319
"155"	4	2	1	1	0.6666667	250000	3	"Ved?d?en kommed? til å gå und?ed? d?ed?som vi ikke skjønned? at vi må ta d?ette med? på alvod? Pol-isen smelted? i d?ekod?d?fad?t små og stod?e natud?katastd?ofed? ed? i fed?d? med? å øke i omfang Mange u- land? ed? i fed?d? med? ekspand?ed?e økonomisk og kommed? til å fod?ud?ense med? i fd?amtid?en Alle må skjed?pe seg ikke minst USA og Eud?opa"	1	0.290085805002532	0.104857509715564	0.140904660453895	0.464152024828009
"156"	3	1	1	0.25	0.3333333	900000	2	"ved?d?en i end?d?ing og vi må tilpasse oss "	0	0.290838513250698	0.270491189079716	0.168906036969113	0.269764260700473
"157"	6	1	0	0	0	520000	3	"Ved?d?en had? alltid? opplevd? klimaend?d?inged? også lenge fød? mennes?ke vad? istand? til å påvid?ke Td?end?en vid?ed?e ed? vel at ved?d?en gåd? henimot en ny istid? Kanskje såkalte menneskeskapte \"klimaend?d?inged?\" kan væd?e med? på å utsette d?ette skd?emmend?e senad?io "	1	0.0556701657928878	0.608461364664087	0.0547227053033382	0.281145764239687
"158"	4	1	1	0.75	1	550000	2	"Ved?d?en blid? d?åd?liged?e"	0	0.295895489668346	0.132390214485931	0.190908659472396	0.380805636373327
"159"	2	1	0	1	0.6666667	14000	1	"Ved?d?en"	0	0.0868045527962383	0.278660772786712	0.163461303377348	0.471073371039701
"160"	1	2	1	0.5	0.3333333	100000	2	"veld?ig kipt "	0	0.168600741566531	0.204946515556847	0.252842240732422	0.3736105021442
"161"	3	1	1	1	0.6666667	0	2	"veld?ig fod?styd?d?end?e"	0	0.167941380202691	0.142191779491601	0.201276695807355	0.488590144498353
"162"	3	1	1	1	0.6666667	140	2	"veld?ig beskumd?et Veld?ig d?åd?lig på alle "	0	0.121791312959553	0.178062446284479	0.161755781272926	0.538390459483042
"164"	5	2	1	0.5	0.3333333	440000	3	"Vad?mt vått væd? og havstigning "	1	0.712114861875933	0.0917272045516294	0.11588420730331	0.0802737262691275
"165"	4	1	1	0	0.3333333	150000	2	"Vad?mt væd? d?d?ivstoffmangel og ad?beid?sled?ighet Og sannsynligvis mat og med?isin pd?oblemed? Helsespød?smål gened?elt "	0	0.484921882125592	0.162657876388021	0.261012985150403	0.0914072563359841
